交易日期,開盤,最高,最低,收盤,漲跌,5日均,10日均,20日均,60日均,5日乖離,10日乖離,月均乖離,60均乖離
1987/1/7,1063.1,1075.8,1063.1,1075.8,12.68,,,,,,,,
1987/1/8,1075.8,1084.5,1075.8,1084.5,8.73,,,,,,,,
1987/1/9,1084.5,1085.9,1084.5,1085.9,1.32,,,,,,,,
1987/1/10,1085.9,1098.0,1085.9,1098.0,12.09,,,,,,,,
1987/1/12,1098.0,1119.1,1098.0,1119.1,21.11,1092.6,,,,2.42%,,,
1987/1/13,1119.1,1119.1,1114.0,1114.0,-5.04,1100.3,,,,1.25%,,,
1987/1/14,1114.0,1117.8,1114.0,1117.8,3.8,1106.9,,,,0.98%,,,
1987/1/15,1117.8,1117.8,1113.5,1113.5,-4.31,1112.5,,,,0.09%,,,
1987/1/16,1113.5,1118.1,1113.5,1118.1,4.59,1116.5,,,,0.14%,,,
1987/1/17,1118.1,1129.7,1118.1,1129.7,11.6,1118.6,1105.6,,,0.99%,2.18%,,
1987/1/19,1129.7,1132.1,1129.7,1132.1,2.35,1122.2,1111.3,,,0.87%,1.87%,,
1987/1/20,1132.1,1133.1,1132.1,1133.1,1,1125.3,1116.1,,,0.69%,1.52%,,
1987/1/21,1133.1,1133.1,1122.7,1122.7,-10.4,1127.1,1119.8,,,-0.40%,0.26%,,
1987/1/22,1122.7,1131.9,1122.7,1131.9,9.28,1129.9,1123.2,,,0.18%,0.78%,,
1987/1/23,1131.9,1142.2,1131.9,1142.2,10.28,1132.4,1125.5,,,0.87%,1.48%,,
1987/1/24,1142.2,1150.3,1142.2,1150.3,8.04,1136.0,1129.1,,,1.25%,1.87%,,
1987/2/3,1150.3,1176.7,1150.3,1176.7,26.41,1144.7,1135.0,,,2.79%,3.67%,,
1987/2/4,1176.7,1177.3,1176.7,1177.3,0.61,1155.7,1141.4,,,1.87%,3.14%,,
1987/2/5,1177.3,1185.0,1177.3,1185.0,7.73,1166.3,1148.1,,,1.61%,3.22%,,
1987/2/6,1185.0,1193.4,1185.0,1193.4,8.43,1176.5,1154.5,1130.0,,1.44%,3.38%,5.61%,
1987/2/7,1193.4,1195.5,1193.4,1195.5,2.03,1185.6,1160.8,1136.0,,0.83%,2.99%,5.23%,
1987/2/9,1195.5,1206.0,1195.5,1206.0,10.49,1191.4,1168.1,1142.1,,1.22%,3.24%,5.59%,
1987/2/10,1206.0,1209.4,1206.0,1209.4,3.43,1197.8,1176.8,1148.3,,0.96%,2.77%,5.32%,
1987/2/11,1209.4,1223.6,1209.4,1223.6,14.23,1205.6,1185.9,1154.6,,1.50%,3.18%,5.98%,
1987/2/12,1223.6,1229.6,1223.6,1229.6,5.95,1212.8,1194.7,1160.1,,1.38%,2.92%,5.99%,
1987/2/13,1229.6,1229.6,1193.2,1193.2,-36.4,1212.3,1198.9,1164.0,,-1.58%,-0.48%,2.50%,
1987/2/14,1193.2,1203.7,1193.2,1203.7,10.51,1211.9,1201.6,1168.3,,-0.68%,0.17%,3.02%,
1987/2/16,1203.7,1215.7,1203.7,1215.7,12.05,1213.1,1205.5,1173.4,,0.21%,0.85%,3.60%,
1987/2/17,1215.7,1220.1,1215.7,1220.1,4.39,1212.4,1209.0,1178.5,,0.63%,0.92%,3.53%,
1987/2/18,1220.1,1220.1,1211.4,1211.4,-8.69,1208.8,1210.8,1182.6,,0.22%,0.05%,2.43%,
1987/2/19,1211.4,1216.4,1211.4,1216.4,4.94,1213.5,1212.9,1186.8,,0.24%,0.29%,2.49%,
1987/2/20,1216.4,1224.0,1216.4,1224.0,7.59,1217.5,1214.7,1191.4,,0.53%,0.76%,2.73%,
1987/2/21,1224.0,1224.0,1221.3,1221.3,-2.64,1218.6,1215.9,1196.3,,0.22%,0.45%,2.09%,
1987/2/23,1221.3,1235.3,1221.3,1235.3,13.98,1221.7,1217.1,1201.5,,1.12%,1.50%,2.81%,
1987/2/24,1235.3,1236.6,1235.3,1236.6,1.34,1226.7,1217.8,1206.2,,0.81%,1.55%,2.52%,
1987/2/25,1236.6,1236.6,1230.8,1230.8,-5.88,1229.6,1221.5,1210.2,,0.09%,0.76%,1.70%,
1987/2/26,1230.8,1238.0,1230.8,1238.0,7.21,1232.4,1225.0,1213.3,,0.45%,1.06%,2.03%,
1987/2/27,1238.0,1253.8,1238.0,1253.8,15.8,1238.9,1228.8,1217.1,,1.20%,2.04%,3.01%,
1987/2/28,1253.8,1272.1,1253.8,1272.1,18.37,1246.2,1234.0,1221.5,,2.08%,3.09%,4.15%,
1987/3/2,1272.1,1289.3,1272.1,1289.3,17.18,1256.8,1241.7,1226.3,,2.59%,3.83%,5.14%,
1987/3/3,1289.3,1294.5,1289.3,1294.5,5.15,1269.5,1249.6,1231.2,,1.96%,3.59%,5.14%,
1987/3/4,1294.5,1309.4,1294.5,1309.4,14.96,1283.8,1258.1,1236.4,,1.99%,4.08%,5.91%,
1987/3/5,1309.4,1309.4,1306.5,1306.5,-2.94,1294.4,1266.6,1241.3,,0.94%,3.15%,5.25%,
1987/3/6,1306.5,1306.5,1288.1,1288.1,-18.39,1297.6,1271.9,1244.5,,-0.73%,1.27%,3.50%,
1987/3/7,1288.1,1288.1,1282.6,1282.6,-5.52,1296.2,1276.5,1247.1,,-1.05%,0.48%,2.84%,
1987/3/9,1282.6,1300.8,1282.6,1300.8,18.24,1297.5,1283.5,1252.5,,0.26%,1.35%,3.86%,
1987/3/10,1300.8,1300.8,1276.5,1276.5,-24.36,1290.9,1287.3,1256.1,,-1.12%,-0.85%,1.62%,
1987/3/11,1276.5,1276.5,1274.0,1274.0,-2.41,1284.4,1289.4,1259.1,,-0.81%,-1.19%,1.19%,
1987/3/12,1274.0,1274.0,1264.7,1264.7,-9.33,1279.7,1288.6,1261.3,,-1.17%,-1.86%,0.27%,
1987/3/13,1264.7,1264.7,1262.6,1262.6,-2.1,1275.7,1286.0,1263.9,,-1.03%,-1.82%,-0.10%,
1987/3/14,1262.6,1268.6,1262.6,1268.6,6.02,1269.3,1283.4,1266.5,,-0.05%,-1.15%,0.17%,
1987/3/16,1268.6,1271.6,1268.6,1271.6,2.96,1268.3,1279.6,1268.9,,0.26%,-0.63%,0.22%,
1987/3/17,1271.6,1283.4,1271.6,1283.4,11.82,1270.2,1277.3,1272.0,,1.04%,0.48%,0.90%,
1987/3/18,1283.4,1291.3,1283.4,1291.3,7.93,1275.5,1277.6,1274.8,,1.24%,1.07%,1.30%,
1987/3/19,1291.3,1298.6,1291.3,1298.6,7.23,1282.7,1279.2,1277.9,,1.24%,1.51%,1.62%,
1987/3/20,1298.6,1318.0,1298.6,1318.0,19.45,1292.6,1280.9,1282.2,,1.97%,2.89%,2.79%,
1987/3/21,1318.0,1339.2,1318.0,1339.2,21.13,1306.1,1287.2,1287.3,,2.53%,4.04%,4.03%,
1987/3/23,1339.2,1359.1,1339.2,1359.1,19.99,1321.2,1295.7,1292.5,,2.87%,4.89%,5.15%,
1987/3/24,1359.1,1363.3,1359.1,1363.3,4.12,1335.6,1305.6,1297.1,,2.07%,4.42%,5.10%,
1987/3/25,1363.3,1363.3,1350.7,1350.7,-12.54,1346.1,1314.4,1300.2,1218.8,0.35%,2.76%,3.89%,10.82%
1987/3/26,1350.7,1350.8,1350.7,1350.8,0.08,1352.6,1322.6,1303.0,1223.4,-0.13%,2.13%,3.67%,10.41%
1987/3/27,1350.8,1374.6,1350.8,1374.6,23.81,1359.7,1332.9,1306.3,1228.2,1.10%,3.13%,5.23%,11.92%
1987/3/28,1374.6,1383.6,1374.6,1383.6,8.94,1364.6,1342.9,1310.1,1233.2,1.39%,3.03%,5.61%,12.19%
1987/3/31,1383.6,1405.5,1383.6,1405.5,21.96,1373.0,1354.3,1316.0,1238.3,2.36%,3.78%,6.80%,13.50%
1987/4/1,1405.5,1434.6,1405.5,1434.6,29.05,1389.8,1367.9,1323.6,1243.6,3.22%,4.87%,8.39%,15.36%
1987/4/2,1434.6,1467.6,1434.6,1467.6,33.07,1413.2,1382.9,1331.9,1249.5,3.85%,6.13%,10.19%,17.46%
1987/4/3,1467.6,1478.7,1467.6,1478.7,11.03,1434.0,1396.8,1342.0,1255.5,3.12%,5.86%,10.18%,17.77%
1987/4/4,1478.7,1478.7,1461.8,1461.8,-16.87,1449.6,1407.1,1351.4,1261.3,0.84%,3.89%,8.17%,15.89%
1987/4/7,1461.8,1484.1,1461.8,1484.1,22.27,1465.3,1419.2,1362.4,1267.4,1.28%,4.57%,8.93%,17.09%
1987/4/8,1484.1,1514.6,1484.1,1514.6,30.55,1481.4,1435.6,1375.0,1273.8,2.25%,5.51%,10.16%,18.90%
1987/4/9,1514.6,1514.6,1504.3,1504.3,-10.29,1488.7,1450.9,1386.8,1280.0,1.05%,3.68%,8.48%,17.52%
1987/4/10,1504.3,1523.5,1504.3,1523.5,19.15,1497.7,1465.8,1399.4,1286.5,1.72%,3.93%,8.87%,18.42%
1987/4/11,1523.5,1524.5,1523.5,1524.5,1.03,1510.2,1479.9,1411.4,1293.2,0.95%,3.01%,8.01%,17.88%
1987/4/13,1524.5,1569.7,1524.5,1569.7,45.18,1527.3,1496.3,1425.3,1300.5,2.77%,4.90%,10.13%,20.70%
1987/4/14,1569.7,1604.8,1569.7,1604.8,35.14,1545.4,1513.4,1440.6,1308.2,3.85%,6.04%,11.40%,22.67%
1987/4/15,1604.8,1629.6,1604.8,1629.6,24.77,1570.4,1529.6,1456.2,1316.2,3.77%,6.54%,11.91%,23.81%
1987/4/16,1629.6,1629.6,1604.3,1604.3,-25.28,1586.6,1542.1,1469.5,1323.4,1.12%,4.03%,9.18%,21.23%
1987/4/17,1604.3,1604.3,1557.0,1557.0,-47.27,1593.1,1551.6,1479.4,1329.7,-2.26%,0.35%,5.25%,17.10%
1987/4/18,1557.0,1557.0,1535.5,1535.5,-21.53,1586.3,1556.8,1488.0,1335.5,-3.20%,-1.37%,3.19%,14.97%
1987/4/20,1535.5,1609.2,1535.5,1609.2,73.67,1587.1,1566.2,1500.9,1342.5,1.39%,2.74%,7.21%,19.87%
1987/4/21,1609.2,1663.4,1609.2,1663.4,54.25,1593.9,1582.2,1516.5,1350.3,4.36%,5.14%,9.69%,23.19%
1987/4/22,1663.4,1663.4,1627.2,1627.2,-36.23,1598.5,1592.5,1529.2,1357.3,1.80%,2.18%,6.41%,19.89%
1987/4/23,1627.2,1658.0,1627.2,1658.0,30.76,1618.7,1605.9,1542.9,1364.7,2.43%,3.24%,7.46%,21.48%
1987/4/24,1658.0,1680.9,1658.0,1680.9,22.94,1647.7,1617.0,1556.7,1372.4,2.01%,3.95%,7.98%,22.48%
1987/4/25,1680.9,1713.4,1680.9,1713.4,32.49,1668.6,1627.9,1570.6,1380.4,2.69%,5.25%,9.09%,24.12%
1987/4/27,1713.4,1768.0,1713.4,1768.0,54.63,1689.5,1641.7,1585.6,1390.0,4.65%,7.69%,11.50%,27.19%
1987/4/28,1768.0,1768.0,1756.5,1756.5,-11.54,1715.4,1656.9,1599.5,1399.2,2.40%,6.01%,9.81%,25.53%
1987/4/29,1756.5,1805.9,1756.5,1805.9,49.46,1744.9,1681.8,1616.7,1409.1,3.50%,7.38%,11.70%,28.17%
1987/4/30,1805.9,1813.0,1805.9,1813.0,7.04,1771.4,1709.5,1633.2,1418.9,2.35%,6.05%,11.01%,27.77%
1987/5/1,1813.0,1813.0,1813.0,1813.0,0,1791.3,1729.9,1648.1,1429.0,1.21%,4.80%,10.01%,26.87%
1987/5/2,1813.0,1830.7,1813.0,1830.7,17.75,1803.8,1746.7,1664.4,1439.2,1.49%,4.81%,9.99%,27.20%
1987/5/4,1830.7,1860.8,1830.7,1860.8,30.06,1824.7,1770.0,1681.3,1449.8,1.98%,5.13%,10.68%,28.35%
1987/5/5,1860.8,1860.8,1807.5,1807.5,-53.34,1825.0,1785.0,1695.4,1459.6,-0.96%,1.26%,6.61%,23.83%
1987/5/6,1807.5,1838.2,1807.5,1838.2,30.74,1830.0,1800.7,1708.8,1469.6,0.45%,2.08%,7.57%,25.08%
1987/5/7,1838.2,1841.5,1838.2,1841.5,3.29,1835.7,1813.5,1720.7,1479.7,0.31%,1.54%,7.02%,24.45%
1987/5/8,1841.5,1841.5,1792.1,1792.1,-49.39,1828.0,1815.9,1728.8,1489.1,-1.96%,-1.31%,3.66%,20.35%
1987/5/9,1792.1,1792.1,1725.8,1725.8,-66.28,1801.0,1812.8,1734.9,1497.2,-4.18%,-4.80%,-0.52%,15.27%
1987/5/11,1725.8,1725.8,1697.3,1697.3,-28.47,1779.0,1802.0,1741.9,1504.6,-4.59%,-5.81%,-2.56%,12.81%
1987/5/12,1697.3,1773.8,1697.3,1773.8,76.47,1766.1,1798.1,1753.8,1513.0,0.44%,-1.35%,1.14%,17.24%
1987/5/13,1773.8,1800.2,1773.8,1800.2,26.35,1757.8,1796.8,1763.4,1521.5,2.41%,0.19%,2.09%,18.32%
1987/5/14,1800.2,1800.2,1754.2,1754.2,-45.97,1750.3,1789.1,1767.9,1529.1,0.22%,-1.95%,-0.78%,14.72%
1987/5/15,1754.2,1754.2,1733.8,1733.8,-20.44,1751.9,1776.4,1773.2,1536.2,-1.03%,-2.40%,-2.23%,12.86%
1987/5/16,1733.8,1751.7,1733.8,1751.7,17.98,1762.7,1770.9,1777.9,1543.6,-0.62%,-1.08%,-1.47%,13.48%
1987/5/18,1751.7,1752.2,1751.7,1752.2,0.49,1758.4,1762.3,1781.5,1551.4,-0.35%,-0.57%,-1.64%,12.95%
1987/5/19,1752.2,1780.8,1752.2,1780.8,28.55,1754.5,1756.2,1784.8,1559.7,1.50%,1.40%,-0.23%,14.18%
1987/5/20,1780.8,1812.9,1780.8,1812.9,32.14,1766.3,1758.3,1787.1,1568.2,2.64%,3.11%,1.44%,15.60%
1987/5/21,1812.9,1834.1,1812.9,1834.1,21.16,1786.3,1769.1,1791.0,1577.5,2.67%,3.67%,2.41%,16.26%
1987/5/22,1834.1,1834.1,1828.6,1828.6,-5.51,1801.7,1782.2,1792.1,1586.7,1.49%,2.60%,2.03%,15.24%
1987/5/23,1828.6,1854.3,1828.6,1854.3,25.71,1822.1,1790.3,1794.2,1596.6,1.76%,3.58%,3.35%,16.14%
1987/5/25,1854.3,1906.1,1854.3,1906.1,51.86,1847.2,1800.9,1798.8,1607.3,3.19%,5.85%,5.97%,18.59%
1987/5/26,1906.1,1906.1,1891.8,1891.8,-14.38,1863.0,1814.6,1801.9,1617.7,1.55%,4.25%,4.99%,16.94%
1987/5/27,1891.8,1892.9,1891.8,1892.9,1.19,1874.7,1830.5,1803.5,1628.0,0.97%,3.41%,4.96%,16.27%
1987/5/28,1892.9,1892.9,1833.5,1833.5,-59.41,1875.7,1838.7,1804.8,1637.2,-2.25%,-0.28%,1.59%,11.99%
1987/5/29,1833.5,1857.2,1833.5,1857.2,23.68,1876.3,1849.2,1805.7,1646.6,-1.02%,0.43%,2.85%,12.79%
1987/5/30,1857.2,1878.6,1857.2,1878.6,21.39,1870.8,1859.0,1807.6,1656.3,0.42%,1.05%,3.93%,13.42%
1987/6/2,1878.6,1878.6,1803.1,1803.1,-75.53,1853.1,1858.0,1808.1,1664.4,-2.70%,-2.96%,-0.28%,8.33%
1987/6/3,1803.1,1814.5,1803.1,1814.5,11.47,1837.4,1856.1,1812.6,1672.3,-1.24%,-2.24%,0.11%,8.50%
1987/6/4,1814.5,1814.5,1741.4,1741.4,-73.12,1819.0,1847.3,1814.8,1678.7,-4.26%,-5.73%,-4.04%,3.74%
1987/6/5,1741.4,1741.4,1691.1,1691.1,-50.32,1785.7,1831.0,1810.6,1684.1,-5.30%,-7.64%,-6.60%,0.41%
1987/6/6,1691.1,1743.5,1691.1,1743.5,52.41,1758.7,1814.8,1807.8,1690.7,-0.87%,-3.93%,-3.56%,3.12%
1987/6/8,1743.5,1743.5,1692.6,1692.6,-50.92,1736.6,1794.9,1804.7,1696.4,-2.54%,-5.70%,-6.21%,-0.22%
1987/6/9,1692.6,1714.5,1692.6,1714.5,21.89,1716.6,1777.0,1803.8,1702.1,-0.12%,-3.52%,-4.95%,0.73%
1987/6/10,1714.5,1718.0,1714.5,1718.0,3.55,1711.9,1765.5,1802.1,1707.6,0.36%,-2.69%,-4.66%,0.61%
1987/6/11,1718.0,1750.7,1718.0,1750.7,32.65,1723.9,1754.8,1802.0,1713.4,1.56%,-0.23%,-2.85%,2.18%
1987/6/12,1750.7,1750.7,1745.7,1745.7,-5.01,1724.3,1741.5,1800.3,1718.6,1.24%,0.24%,-3.03%,1.58%
1987/6/13,1745.7,1745.7,1741.3,1741.3,-4.37,1734.0,1735.3,1796.7,1723.1,0.42%,0.34%,-3.08%,1.05%
1987/6/15,1741.3,1776.2,1741.3,1776.2,34.88,1746.4,1731.5,1793.8,1728.1,1.71%,2.58%,-0.98%,2.78%
1987/6/16,1776.2,1776.2,1755.1,1755.1,-21.13,1753.8,1732.9,1790.1,1733.0,0.07%,1.28%,-1.96%,1.27%
1987/6/17,1755.1,1765.5,1755.1,1765.5,10.4,1756.7,1740.3,1785.7,1737.7,0.50%,1.45%,-1.13%,1.60%
1987/6/18,1765.5,1765.5,1760.0,1760.0,-5.45,1759.6,1741.9,1778.4,1741.8,0.02%,1.04%,-1.03%,1.05%
1987/6/19,1760.0,1762.7,1760.0,1762.7,2.69,1763.9,1749.0,1771.9,1746.1,-0.07%,0.79%,-0.52%,0.95%
1987/6/20,1762.7,1762.7,1756.1,1756.1,-6.55,1759.9,1753.1,1765.1,1749.9,-0.21%,0.17%,-0.51%,0.35%
1987/6/22,1756.1,1778.4,1756.1,1778.4,22.22,1764.5,1759.2,1762.3,1754.2,0.78%,1.09%,0.91%,1.38%
1987/6/23,1778.4,1778.4,1759.3,1759.3,-19.09,1763.3,1760.0,1757.4,1757.3,-0.23%,-0.04%,0.11%,0.11%
1987/6/24,1759.3,1759.3,1720.9,1720.9,-38.34,1755.5,1757.5,1749.5,1759.3,-1.97%,-2.08%,-1.63%,-2.18%
1987/6/25,1720.9,1720.9,1699.4,1699.4,-21.5,1742.8,1753.4,1744.3,1760.4,-2.49%,-3.08%,-2.57%,-3.46%
1987/6/26,1699.4,1703.7,1699.4,1703.7,4.26,1732.3,1746.1,1738.8,1762.1,-1.65%,-2.43%,-2.02%,-3.31%
1987/6/27,1703.7,1703.7,1703.7,1703.7,-0.01,1717.4,1741.0,1736.9,1764.5,-0.80%,-2.14%,-1.91%,-3.45%
1987/6/29,1703.7,1703.7,1645.4,1645.4,-58.24,1694.6,1729.0,1734.6,1766.4,-2.90%,-4.83%,-5.14%,-6.85%
1987/6/30,1645.4,1648.9,1645.4,1648.9,3.48,1680.2,1717.9,1729.9,1767.0,-1.86%,-4.01%,-4.68%,-6.68%
1987/7/2,1648.9,1648.9,1642.7,1642.7,-6.24,1668.9,1705.9,1727.4,1766.7,-1.57%,-3.70%,-4.90%,-7.02%
1987/7/3,1642.7,1642.7,1618.0,1618.0,-24.66,1651.7,1692.0,1722.6,1766.5,-2.04%,-4.37%,-6.07%,-8.41%
1987/7/4,1618.0,1618.0,1604.8,1604.8,-13.23,1632.0,1674.7,1716.9,1765.6,-1.67%,-4.17%,-6.53%,-9.11%
1987/7/6,1604.8,1623.5,1604.8,1623.5,18.67,1627.6,1661.1,1710.6,1764.7,-0.25%,-2.27%,-5.09%,-8.00%
1987/7/7,1623.5,1651.3,1623.5,1651.3,27.79,1628.0,1654.1,1705.8,1763.6,1.43%,-0.17%,-3.20%,-6.37%
1987/7/8,1651.3,1667.8,1651.3,1667.8,16.56,1633.1,1651.0,1702.2,1762.0,2.13%,1.02%,-2.02%,-5.34%
1987/7/9,1667.8,1693.2,1667.8,1693.2,25.38,1648.1,1649.9,1698.0,1760.9,2.74%,2.62%,-0.28%,-3.85%
1987/7/10,1693.2,1755.1,1693.2,1755.1,61.87,1678.2,1655.1,1698.0,1760.1,4.58%,6.04%,3.36%,-0.28%
1987/7/11,1755.1,1823.3,1755.1,1823.3,68.24,1718.1,1672.8,1700.9,1760.2,6.12%,8.99%,7.20%,3.58%
1987/7/13,1823.3,1823.3,1821.4,1821.4,-1.94,1752.1,1690.1,1704.0,1760.4,3.95%,7.77%,6.89%,3.46%
1987/7/14,1821.4,1860.7,1821.4,1860.7,39.32,1790.7,1711.9,1708.9,1760.9,3.91%,8.69%,8.88%,5.67%
1987/7/15,1860.7,1894.2,1860.7,1894.2,33.54,1830.9,1739.5,1715.8,1761.4,3.46%,8.89%,10.40%,7.54%
1987/7/16,1894.2,1907.2,1894.2,1907.2,12.94,1861.3,1769.7,1722.2,1763.1,2.46%,7.76%,10.74%,8.17%
1987/7/17,1907.2,1907.2,1896.8,1896.8,-10.38,1876.0,1797.1,1729.1,1764.1,1.11%,5.55%,9.70%,7.52%
1987/7/18,1896.8,1925.4,1896.8,1925.4,28.61,1896.8,1824.5,1739.3,1765.5,1.50%,5.53%,10.70%,9.06%
1987/7/20,1925.4,1932.9,1925.4,1932.9,7.5,1911.3,1851.0,1751.0,1767.8,1.13%,4.42%,10.39%,9.34%
1987/7/21,1932.9,1952.1,1932.9,1952.1,19.24,1922.9,1876.9,1763.4,1771.6,1.52%,4.01%,10.70%,10.19%
1987/7/22,1952.1,1952.1,1935.8,1935.8,-16.37,1928.6,1895.0,1775.0,1775.6,0.37%,2.15%,9.06%,9.02%
1987/7/23,1935.8,1936.0,1935.8,1936.0,0.22,1936.4,1906.2,1789.5,1778.3,-0.02%,1.56%,8.18%,8.87%
1987/7/24,1936.0,1998.4,1936.0,1998.4,62.44,1951.0,1923.9,1807.0,1781.6,2.43%,3.87%,10.59%,12.17%
1987/7/25,1998.4,2041.5,1998.4,2041.5,43.05,1972.8,1942.0,1827.0,1786.4,3.48%,5.12%,11.74%,14.28%
1987/7/27,2041.5,2041.5,2013.5,2013.5,-28,1985.0,1953.9,1846.7,1791.0,1.43%,3.05%,9.03%,12.42%
1987/7/28,2013.5,2051.9,2013.5,2051.9,38.42,2008.2,1968.4,1869.1,1796.0,2.17%,4.24%,9.78%,14.25%
1987/7/29,2051.9,2051.9,1974.5,1974.5,-77.38,2016.0,1976.2,1886.6,1799.7,-2.06%,-0.09%,4.66%,9.71%
1987/7/30,1974.5,2039.3,1974.5,2039.3,64.83,2024.1,1987.6,1906.0,1804.0,0.75%,2.60%,6.99%,13.04%
1987/7/31,2039.3,2048.2,2039.3,2048.2,8.86,2025.5,1999.1,1925.1,1808.0,1.12%,2.46%,6.40%,13.29%
1987/8/1,2048.2,2048.2,2045.4,2045.4,-2.77,2031.9,2008.4,1942.7,1811.5,0.67%,1.84%,5.29%,12.91%
1987/8/3,2045.4,2078.7,2045.4,2078.7,33.23,2037.2,2022.7,1958.9,1815.7,2.03%,2.76%,6.12%,14.49%
1987/8/4,2078.7,2140.1,2078.7,2140.1,61.39,2070.3,2043.1,1974.7,1820.4,3.37%,4.74%,8.37%,17.56%
1987/8/5,2140.1,2167.4,2140.1,2167.4,27.31,2095.9,2060.0,1992.0,1824.8,3.41%,5.21%,8.80%,18.77%
1987/8/6,2167.4,2172.8,2167.4,2172.8,5.4,2120.9,2073.2,2007.6,1829.5,2.45%,4.80%,8.23%,18.77%
1987/8/7,2172.8,2173.3,2172.8,2173.3,0.53,2146.4,2089.1,2021.5,1834.1,1.25%,4.03%,7.51%,18.49%
1987/8/8,2173.3,2198.5,2173.3,2198.5,25.24,2170.4,2103.8,2036.1,1840.2,1.30%,4.50%,7.98%,19.47%
1987/8/10,2198.5,2224.8,2198.5,2224.8,26.27,2187.3,2128.8,2052.5,1846.3,1.71%,4.51%,8.39%,20.50%
1987/8/11,2224.8,2224.8,2223.6,2223.6,-1.16,2198.6,2147.3,2067.4,1852.1,1.14%,3.56%,7.56%,20.06%
1987/8/12,2223.6,2286.1,2223.6,2286.1,62.41,2221.3,2171.1,2085.1,1860.1,2.92%,5.30%,9.64%,22.90%
1987/8/13,2286.1,2326.7,2286.1,2326.7,40.62,2251.9,2199.2,2103.8,1868.7,3.32%,5.80%,10.59%,24.51%
1987/8/14,2326.7,2326.7,2303.4,2303.4,-23.26,2272.9,2221.7,2122.2,1878.0,1.34%,3.68%,8.54%,22.65%
1987/8/15,2303.4,2372.1,2303.4,2372.1,68.66,2302.4,2244.9,2144.0,1889.4,3.03%,5.67%,10.64%,25.55%
1987/8/17,2372.1,2438.0,2372.1,2438.0,65.89,2345.2,2271.9,2166.0,1901.0,3.95%,7.31%,12.56%,28.25%
1987/8/18,2438.0,2518.5,2438.0,2518.5,80.54,2391.7,2306.5,2189.8,1914.7,5.30%,9.19%,15.01%,31.53%
1987/8/19,2518.5,2549.0,2518.5,2549.0,30.51,2436.2,2344.1,2216.6,1928.6,4.63%,8.74%,15.00%,32.17%
1987/8/20,2549.0,2607.6,2549.0,2607.6,58.62,2497.0,2385.0,2244.4,1943.5,4.43%,9.34%,16.18%,34.17%
1987/8/21,2607.6,2607.6,2589.8,2589.8,-17.86,2540.6,2421.5,2275.2,1957.5,1.94%,6.95%,13.83%,32.30%
1987/8/22,2589.8,2589.8,2529.5,2529.5,-60.29,2558.9,2452.1,2299.7,1970.5,-1.15%,3.16%,9.99%,28.37%
1987/8/24,2529.5,2619.6,2529.5,2619.6,90.11,2579.1,2485.4,2328.2,1985.2,1.57%,5.40%,12.51%,31.96%
1987/8/25,2619.6,2694.4,2619.6,2694.4,74.85,2608.2,2522.2,2360.7,2000.5,3.31%,6.83%,14.14%,34.69%
1987/8/26,2694.4,2756.8,2694.4,2756.8,62.34,2638.0,2567.5,2394.6,2017.2,4.50%,7.37%,15.13%,36.67%
1987/8/27,2756.8,2794.3,2756.8,2794.3,37.56,2678.9,2609.8,2427.3,2034.3,4.31%,7.07%,15.12%,37.36%
1987/8/28,2794.3,2882.6,2794.3,2882.6,88.22,2749.5,2654.2,2463.1,2053.0,4.84%,8.60%,17.03%,40.41%
1987/8/29,2882.6,2970.9,2882.6,2970.9,88.36,2819.8,2699.5,2503.0,2073.1,5.36%,10.06%,18.70%,43.30%
1987/8/31,2970.9,3075.2,2970.9,3075.2,104.3,2896.0,2752.1,2548.1,2095.1,6.19%,11.74%,20.69%,46.78%
1987/9/1,3075.2,3214.3,3075.2,3214.3,139.08,2987.5,2812.7,2598.9,2119.1,7.59%,14.28%,23.68%,51.68%
1987/9/2,3214.3,3291.4,3214.3,3291.4,77.12,3086.9,2882.9,2652.2,2144.6,6.63%,14.17%,24.10%,53.47%
1987/9/3,3291.4,3291.4,3258.2,3258.2,-33.24,3162.0,2955.8,2703.9,2170.2,3.04%,10.23%,20.50%,50.13%
1987/9/4,3258.2,3258.2,3112.4,3112.4,-145.78,3190.3,3005.1,2745.2,2193.8,-2.44%,3.57%,13.37%,41.87%
1987/9/5,3112.4,3112.4,3083.0,3083.0,-29.44,3191.9,3043.9,2783.0,2216.8,-3.41%,1.28%,10.78%,39.08%
1987/9/7,3083.0,3205.2,3083.0,3205.2,122.27,3190.0,3088.8,2828.1,2241.8,0.48%,3.77%,13.33%,42.98%
1987/9/8,3205.2,3205.2,3152.8,3152.8,-52.47,3162.3,3124.6,2867.2,2266.9,-0.30%,0.90%,9.96%,39.08%
1987/9/9,3152.8,3152.8,3098.5,3098.5,-54.26,3130.4,3146.2,2900.2,2291.1,-1.02%,-1.52%,6.84%,35.24%
1987/9/10,3098.5,3098.5,3024.2,3024.2,-74.3,3112.7,3151.5,2925.5,2314.1,-2.84%,-4.04%,3.37%,30.69%
1987/9/11,3024.2,3066.8,3024.2,3066.8,42.58,3109.5,3150.7,2951.4,2338.2,-1.37%,-2.66%,3.91%,31.16%
1987/9/12,3066.8,3188.6,3066.8,3188.6,121.78,3106.2,3148.1,2980.4,2364.6,2.65%,1.29%,6.98%,34.84%
